,Date,Trend,isPartial
0,2023-10-01,7,False
1,2023-10-02,7,False
2,2023-10-03,7,False
3,2023-10-04,6,False
4,2023-10-05,7,False
5,2023-10-06,6,False
6,2023-10-07,6,False
7,2023-10-08,5,False
8,2023-10-09,6,False
9,2023-10-10,7,False
10,2023-10-11,7,False
11,2023-10-12,6,False
12,2023-10-13,6,False
13,2023-10-14,6,False
14,2023-10-15,6,False
15,2023-10-16,6,False
16,2023-10-17,7,False
17,2023-10-18,6,False
18,2023-10-19,6,False
19,2023-10-20,6,False
20,2023-10-21,5,False
21,2023-10-22,6,False
22,2023-10-23,6,False
23,2023-10-24,6,False
24,2023-10-25,6,False
25,2023-10-26,5,False
26,2023-10-27,6,False
27,2023-10-28,6,False
28,2023-10-29,6,False
29,2023-10-30,6,False
30,2023-10-31,5,False
31,2023-11-01,6,False
32,2023-11-02,5,False
33,2023-11-03,6,False
34,2023-11-04,6,False
35,2023-11-05,5,False
36,2023-11-06,7,False
37,2023-11-07,6,False
38,2023-11-08,5,False
39,2023-11-09,6,False
40,2023-11-10,6,False
41,2023-11-11,6,False
42,2023-11-12,5,False
43,2023-11-13,7,False
44,2023-11-14,6,False
45,2023-11-15,6,False
46,2023-11-16,6,False
47,2023-11-17,6,False
48,2023-11-18,6,False
49,2023-11-19,6,False
50,2023-11-20,7,False
51,2023-11-21,6,False
52,2023-11-22,6,False
53,2023-11-23,5,False
54,2023-11-24,7,False
55,2023-11-25,7,False
56,2023-11-26,6,False
57,2023-11-27,7,False
58,2023-11-28,6,False
59,2023-11-29,6,False
60,2023-11-30,7,False
61,2023-12-01,7,False
62,2023-12-02,7,False
63,2023-12-03,6,False
64,2023-12-04,6,False
65,2023-12-05,7,False
66,2023-12-06,6,False
67,2023-12-07,6,False
68,2023-12-08,7,False
69,2023-12-09,6,False
70,2023-12-10,6,False
71,2023-12-11,6,False
72,2023-12-12,6,False
73,2023-12-13,6,False
74,2023-12-14,6,False
75,2023-12-15,6,False
76,2023-12-16,6,False
77,2023-12-17,5,False
78,2023-12-18,6,False
79,2023-12-19,6,False
80,2023-12-20,6,False
81,2023-12-21,6,False
82,2023-12-22,6,False
83,2023-12-23,6,False
84,2023-12-24,5,False
85,2023-12-25,4,False
86,2023-12-26,7,False
87,2023-12-27,7,False
88,2023-12-28,8,False
89,2023-12-29,7,False
90,2023-12-30,12,False
91,2023-12-31,9,False
92,2024-01-01,5,False
93,2024-01-02,7,False
94,2024-01-03,7,False
95,2024-01-04,6,False
96,2024-01-05,6,False
97,2024-01-06,5,False
98,2024-01-07,5,False
99,2024-01-08,6,False
100,2024-01-09,6,False
101,2024-01-10,6,False
102,2024-01-11,6,False
103,2024-01-12,6,False
104,2024-01-13,6,False
105,2024-01-14,6,False
106,2024-01-15,6,False
107,2024-01-16,6,False
108,2024-01-17,6,False
109,2024-01-18,6,False
110,2024-01-19,6,False
111,2024-01-20,6,False
112,2024-01-21,5,False
113,2024-01-22,6,False
114,2024-01-23,6,False
115,2024-01-24,6,False
116,2024-01-25,6,False
117,2024-01-26,5,False
118,2024-01-27,6,False
119,2024-01-28,5,False
120,2024-01-29,6,False
121,2024-01-30,6,False
122,2024-01-31,6,False
123,2024-02-01,7,False
124,2024-02-02,7,False
125,2024-02-03,7,False
126,2024-02-04,7,False
127,2024-02-05,7,False
128,2024-02-06,7,False
129,2024-02-07,6,False
130,2024-02-08,6,False
131,2024-02-09,6,False
132,2024-02-10,5,False
133,2024-02-11,5,False
134,2024-02-12,6,False
135,2024-02-13,6,False
136,2024-02-14,5,False
137,2024-02-15,6,False
138,2024-02-16,6,False
139,2024-02-17,6,False
140,2024-02-18,5,False
141,2024-02-19,6,False
142,2024-02-20,5,False
143,2024-02-21,6,False
144,2024-02-22,100,False
145,2024-02-23,15,False
146,2024-02-24,7,False
147,2024-02-25,7,False
148,2024-02-26,7,False
149,2024-02-27,7,False
150,2024-02-28,6,False
151,2024-02-29,6,False
152,2024-03-01,6,False
153,2024-03-02,6,False
154,2024-03-03,5,False
155,2024-03-04,6,False
156,2024-03-05,6,False
157,2024-03-06,6,False
158,2024-03-07,7,False
159,2024-03-08,6,False
160,2024-03-09,6,False
161,2024-03-10,5,False
162,2024-03-11,6,False
163,2024-03-12,6,False
164,2024-03-13,6,False
165,2024-03-14,6,False
166,2024-03-15,6,False
167,2024-03-16,5,False
168,2024-03-17,5,False
169,2024-03-18,6,False
170,2024-03-19,6,False
171,2024-03-20,6,False
172,2024-03-21,7,False
173,2024-03-22,8,False
174,2024-03-23,6,False
175,2024-03-24,8,False
176,2024-03-25,9,False
177,2024-03-26,6,False
178,2024-03-27,6,False
179,2024-03-28,6,False
180,2024-03-29,6,False
181,2024-03-30,7,False
182,2024-03-31,10,False
183,2024-04-01,12,False
184,2024-04-02,8,False
185,2024-04-03,7,False
186,2024-04-04,6,False
187,2024-04-05,6,False
188,2024-04-06,6,False
189,2024-04-07,5,False
190,2024-04-08,6,False
191,2024-04-09,6,False
192,2024-04-10,6,False
