,Date,Trend,isPartial
0,2023-10-01,70,False
1,2023-10-02,72,False
2,2023-10-03,71,False
3,2023-10-04,73,False
4,2023-10-05,71,False
5,2023-10-06,72,False
6,2023-10-07,63,False
7,2023-10-08,58,False
8,2023-10-09,67,False
9,2023-10-10,69,False
10,2023-10-11,72,False
11,2023-10-12,75,False
12,2023-10-13,74,False
13,2023-10-14,63,False
14,2023-10-15,62,False
15,2023-10-16,68,False
16,2023-10-17,69,False
17,2023-10-18,66,False
18,2023-10-19,67,False
19,2023-10-20,66,False
20,2023-10-21,61,False
21,2023-10-22,55,False
22,2023-10-23,64,False
23,2023-10-24,66,False
24,2023-10-25,66,False
25,2023-10-26,60,False
26,2023-10-27,59,False
27,2023-10-28,56,False
28,2023-10-29,52,False
29,2023-10-30,62,False
30,2023-10-31,64,False
31,2023-11-01,65,False
32,2023-11-02,64,False
33,2023-11-03,69,False
34,2023-11-04,60,False
35,2023-11-05,56,False
36,2023-11-06,65,False
37,2023-11-07,63,False
38,2023-11-08,64,False
39,2023-11-09,66,False
40,2023-11-10,66,False
41,2023-11-11,62,False
42,2023-11-12,54,False
43,2023-11-13,64,False
44,2023-11-14,66,False
45,2023-11-15,64,False
46,2023-11-16,63,False
47,2023-11-17,68,False
48,2023-11-18,67,False
49,2023-11-19,62,False
50,2023-11-20,72,False
51,2023-11-21,71,False
52,2023-11-22,69,False
53,2023-11-23,54,False
54,2023-11-24,92,False
55,2023-11-25,76,False
56,2023-11-26,69,False
57,2023-11-27,79,False
58,2023-11-28,70,False
59,2023-11-29,74,False
60,2023-11-30,68,False
61,2023-12-01,69,False
62,2023-12-02,67,False
63,2023-12-03,61,False
64,2023-12-04,68,False
65,2023-12-05,68,False
66,2023-12-06,65,False
67,2023-12-07,66,False
68,2023-12-08,78,False
69,2023-12-09,64,False
70,2023-12-10,61,False
71,2023-12-11,67,False
72,2023-12-12,67,False
73,2023-12-13,65,False
74,2023-12-14,66,False
75,2023-12-15,70,False
76,2023-12-16,71,False
77,2023-12-17,65,False
78,2023-12-18,71,False
79,2023-12-19,74,False
80,2023-12-20,70,False
81,2023-12-21,66,False
82,2023-12-22,67,False
83,2023-12-23,67,False
84,2023-12-24,56,False
85,2023-12-25,47,False
86,2023-12-26,77,False
87,2023-12-27,77,False
88,2023-12-28,77,False
89,2023-12-29,77,False
90,2023-12-30,66,False
91,2023-12-31,60,False
92,2024-01-01,57,False
93,2024-01-02,67,False
94,2024-01-03,74,False
95,2024-01-04,78,False
96,2024-01-05,92,False
97,2024-01-06,77,False
98,2024-01-07,65,False
99,2024-01-08,70,False
100,2024-01-09,73,False
101,2024-01-10,72,False
102,2024-01-11,66,False
103,2024-01-12,67,False
104,2024-01-13,65,False
105,2024-01-14,58,False
106,2024-01-15,64,False
107,2024-01-16,63,False
108,2024-01-17,65,False
109,2024-01-18,66,False
110,2024-01-19,66,False
111,2024-01-20,66,False
112,2024-01-21,64,False
113,2024-01-22,68,False
114,2024-01-23,69,False
115,2024-01-24,62,False
116,2024-01-25,68,False
117,2024-01-26,70,False
118,2024-01-27,56,False
119,2024-01-28,62,False
120,2024-01-29,70,False
121,2024-01-30,70,False
122,2024-01-31,68,False
123,2024-02-01,70,False
124,2024-02-02,68,False
125,2024-02-03,63,False
126,2024-02-04,54,False
127,2024-02-05,63,False
128,2024-02-06,66,False
129,2024-02-07,63,False
130,2024-02-08,63,False
131,2024-02-09,66,False
132,2024-02-10,58,False
133,2024-02-11,48,False
134,2024-02-12,74,False
135,2024-02-13,68,False
136,2024-02-14,62,False
137,2024-02-15,60,False
138,2024-02-16,67,False
139,2024-02-17,58,False
140,2024-02-18,48,False
141,2024-02-19,62,False
142,2024-02-20,61,False
143,2024-02-21,61,False
144,2024-02-22,97,False
145,2024-02-23,72,False
146,2024-02-24,60,False
147,2024-02-25,52,False
148,2024-02-26,66,False
149,2024-02-27,58,False
150,2024-02-28,63,False
151,2024-02-29,64,False
152,2024-03-01,67,False
153,2024-03-02,63,False
154,2024-03-03,52,False
155,2024-03-04,61,False
156,2024-03-05,67,False
157,2024-03-06,63,False
158,2024-03-07,65,False
159,2024-03-08,65,False
160,2024-03-09,64,False
161,2024-03-10,54,False
162,2024-03-11,64,False
163,2024-03-12,66,False
164,2024-03-13,66,False
165,2024-03-14,65,False
166,2024-03-15,64,False
167,2024-03-16,52,False
168,2024-03-17,51,False
169,2024-03-18,63,False
170,2024-03-19,62,False
171,2024-03-20,64,False
172,2024-03-21,66,False
173,2024-03-22,62,False
174,2024-03-23,57,False
175,2024-03-24,50,False
176,2024-03-25,65,False
177,2024-03-26,65,False
178,2024-03-27,69,False
179,2024-03-28,68,False
180,2024-03-29,69,False
181,2024-03-30,56,False
182,2024-03-31,43,False
183,2024-04-01,71,False
184,2024-04-02,64,False
185,2024-04-03,68,False
186,2024-04-04,64,False
187,2024-04-05,64,False
188,2024-04-06,56,False
189,2024-04-07,50,False
190,2024-04-08,59,False
191,2024-04-09,62,False
192,2024-04-10,57,False
193,2024-04-11,64,False
194,2024-04-12,66,False
195,2024-04-13,53,False
196,2024-04-14,47,False
197,2024-04-15,68,False
198,2024-04-16,70,False
199,2024-04-17,66,False
200,2024-04-18,66,False
201,2024-04-19,65,False
202,2024-04-20,51,False
203,2024-04-21,49,False
204,2024-04-22,61,False
205,2024-04-23,59,False
206,2024-04-24,58,False
207,2024-04-25,61,False
208,2024-04-26,58,False
209,2024-04-27,50,False
210,2024-04-28,44,False
211,2024-04-29,56,False
212,2024-04-30,60,False
213,2024-05-01,64,False
214,2024-05-02,61,False
215,2024-05-03,62,False
216,2024-05-04,50,False
217,2024-05-05,47,False
218,2024-05-06,59,False
219,2024-05-07,61,False
220,2024-05-08,55,False
221,2024-05-09,61,False
222,2024-05-10,62,False
223,2024-05-11,47,False
224,2024-05-12,43,False
225,2024-05-13,61,False
226,2024-05-14,62,False
227,2024-05-15,63,False
228,2024-05-16,65,False
229,2024-05-17,59,False
230,2024-05-18,53,False
231,2024-05-19,46,False
232,2024-05-20,63,False
233,2024-05-21,62,False
234,2024-05-22,63,False
235,2024-05-23,65,False
236,2024-05-24,63,False
237,2024-05-25,52,False
238,2024-05-26,47,False
239,2024-05-27,51,False
240,2024-05-28,66,False
241,2024-05-29,71,False
242,2024-05-30,100,False
243,2024-05-31,98,False
244,2024-06-01,68,False
