,Date,Trend,isPartial
0,2021-09-01,31,False
1,2021-09-02,33,False
2,2021-09-03,35,False
3,2021-09-04,30,False
4,2021-09-05,30,False
5,2021-09-06,36,False
6,2021-09-07,61,False
7,2021-09-08,55,False
8,2021-09-09,40,False
9,2021-09-10,36,False
10,2021-09-11,30,False
11,2021-09-12,30,False
12,2021-09-13,33,False
13,2021-09-14,30,False
14,2021-09-15,32,False
15,2021-09-16,30,False
16,2021-09-17,30,False
17,2021-09-18,28,False
18,2021-09-19,25,False
19,2021-09-20,40,False
20,2021-09-21,42,False
21,2021-09-22,37,False
22,2021-09-23,33,False
23,2021-09-24,48,False
24,2021-09-25,36,False
25,2021-09-26,31,False
26,2021-09-27,31,False
27,2021-09-28,31,False
28,2021-09-29,30,False
29,2021-09-30,31,False
30,2021-10-01,36,False
31,2021-10-02,32,False
32,2021-10-03,28,False
33,2021-10-04,33,False
34,2021-10-05,39,False
35,2021-10-06,49,False
36,2021-10-07,43,False
37,2021-10-08,35,False
38,2021-10-09,34,False
39,2021-10-10,32,False
40,2021-10-11,41,False
41,2021-10-12,38,False
42,2021-10-13,35,False
43,2021-10-14,39,False
44,2021-10-15,53,False
45,2021-10-16,48,False
46,2021-10-17,40,False
47,2021-10-18,45,False
48,2021-10-19,53,False
49,2021-10-20,69,False
50,2021-10-21,63,False
51,2021-10-22,50,False
52,2021-10-23,39,False
53,2021-10-24,36,False
54,2021-10-25,42,False
55,2021-10-26,46,False
56,2021-10-27,49,False
57,2021-10-28,43,False
58,2021-10-29,40,False
59,2021-10-30,35,False
60,2021-10-31,33,False
61,2021-11-01,36,False
62,2021-11-02,39,False
63,2021-11-03,37,False
64,2021-11-04,36,False
65,2021-11-05,34,False
66,2021-11-06,30,False
67,2021-11-07,31,False
68,2021-11-08,45,False
69,2021-11-09,50,False
70,2021-11-10,45,False
71,2021-11-11,40,False
72,2021-11-12,40,False
73,2021-11-13,36,False
74,2021-11-14,34,False
75,2021-11-15,38,False
76,2021-11-16,49,False
77,2021-11-17,43,False
78,2021-11-18,45,False
79,2021-11-19,45,False
80,2021-11-20,35,False
81,2021-11-21,34,False
82,2021-11-22,38,False
83,2021-11-23,43,False
84,2021-11-24,41,False
85,2021-11-25,38,False
86,2021-11-26,45,False
87,2021-11-27,38,False
88,2021-11-28,35,False
89,2021-11-29,37,False
90,2021-11-30,39,False
91,2021-12-01,35,False
92,2021-12-02,35,False
93,2021-12-03,34,False
94,2021-12-04,81,False
95,2021-12-05,55,False
96,2021-12-06,54,False
97,2021-12-07,46,False
98,2021-12-08,39,False
99,2021-12-09,41,False
100,2021-12-10,39,False
101,2021-12-11,35,False
102,2021-12-12,33,False
103,2021-12-13,42,False
104,2021-12-14,45,False
105,2021-12-15,42,False
106,2021-12-16,37,False
107,2021-12-17,38,False
108,2021-12-18,34,False
109,2021-12-19,32,False
110,2021-12-20,37,False
