,Date,Trend
0,2020-03-22,3
1,2020-03-23,3
2,2020-03-24,4
3,2020-03-25,3
4,2020-03-26,3
5,2020-03-27,4
6,2020-03-28,3
7,2020-03-29,3
8,2020-03-30,3
9,2020-03-31,3
10,2020-04-01,4
11,2020-04-02,3
12,2020-04-03,3
13,2020-04-04,4
14,2020-04-05,3
15,2020-04-06,4
16,2020-04-07,4
17,2020-04-08,4
18,2020-04-09,4
19,2020-04-10,3
20,2020-04-11,3
21,2020-04-12,3
22,2020-04-13,3
23,2020-04-14,3
24,2020-04-15,3
25,2020-04-16,3
26,2020-04-17,4
27,2020-04-18,4
28,2020-04-19,4
29,2020-04-20,4
30,2020-04-21,3
31,2020-04-22,4
32,2020-04-23,4
33,2020-04-24,4
34,2020-04-25,4
35,2020-04-26,7
36,2020-04-27,5
37,2020-04-28,4
38,2020-04-29,7
39,2020-04-30,7
40,2020-05-01,6
41,2020-05-02,5
42,2020-05-03,4
43,2020-05-04,3
44,2020-05-05,4
45,2020-05-06,4
46,2020-05-07,5
47,2020-05-08,5
48,2020-05-09,5
49,2020-05-10,4
50,2020-05-11,4
51,2020-05-12,5
52,2020-05-13,5
53,2020-05-14,5
54,2020-05-15,4
55,2020-05-16,5
56,2020-05-17,5
57,2020-05-18,4
58,2020-05-19,4
59,2020-05-20,4
60,2020-05-21,4
61,2020-05-22,4
62,2020-05-23,3
63,2020-05-24,4
64,2020-05-25,4
65,2020-05-26,4
66,2020-05-27,3
67,2020-05-28,4
68,2020-05-29,4
69,2020-05-30,5
70,2020-05-31,5
71,2020-06-01,4
72,2020-06-02,4
73,2020-06-03,4
74,2020-06-04,4
75,2020-06-05,4
76,2020-06-06,4
77,2020-06-07,3
78,2020-06-08,3
79,2020-06-09,4
80,2020-06-10,4
81,2020-06-11,4
82,2020-06-12,4
83,2020-06-13,4
84,2020-06-14,4
85,2020-06-15,4
86,2020-06-16,4
87,2020-06-17,4
88,2020-06-18,4
89,2020-06-19,3
90,2020-06-20,4
91,2020-06-21,4
92,2020-06-22,3
93,2020-06-23,4
94,2020-06-24,3
95,2020-06-25,3
96,2020-06-26,3
97,2020-06-27,3
98,2020-06-28,5
99,2020-06-29,3
100,2020-06-30,4
101,2020-07-01,4
102,2020-07-02,3
103,2020-07-03,3
104,2020-07-04,3
105,2020-07-05,4
106,2020-07-06,12
107,2020-07-07,33
108,2020-07-08,100
109,2020-07-09,62
110,2020-07-10,33
111,2020-07-11,19
112,2020-07-12,13
113,2020-07-13,13
114,2020-07-14,11
115,2020-07-15,9
116,2020-07-16,9
117,2020-07-17,8
118,2020-07-18,32
119,2020-07-19,18
120,2020-07-20,11
121,2020-07-21,10
122,2020-07-22,8
123,2020-07-23,7
124,2020-07-24,6
125,2020-07-25,8
126,2020-07-26,7
127,2020-07-27,8
128,2020-07-28,7
129,2020-07-29,7
130,2020-07-30,7
131,2020-07-31,7
132,2020-08-01,11
133,2020-08-02,10
134,2020-08-03,7
135,2020-08-04,8
136,2020-08-05,9
137,2020-08-06,8
138,2020-08-07,7
139,2020-08-08,6
140,2020-08-09,6
141,2020-08-10,5
142,2020-08-11,6
143,2020-08-12,4
144,2020-08-13,5
145,2020-08-14,5
146,2020-08-15,5
147,2020-08-16,5
148,2020-08-17,6
149,2020-08-18,5
150,2020-08-19,5
151,2020-08-20,5
152,2020-08-21,4
153,2020-08-22,4
154,2020-08-23,4
155,2020-08-24,4
156,2020-08-25,4
157,2020-08-26,5
158,2020-08-27,4
159,2020-08-28,4
160,2020-08-29,3
161,2020-08-30,4
162,2020-08-31,4
163,2020-09-01,5
164,2020-09-02,5
165,2020-09-03,4
166,2020-09-04,5
167,2020-09-05,5
168,2020-09-06,4
169,2020-09-07,4
170,2020-09-08,4
171,2020-09-09,4
172,2020-09-10,4
173,2020-09-11,3
174,2020-09-12,3
175,2020-09-13,3
176,2020-09-14,3
177,2020-09-15,3
178,2020-09-16,4
179,2020-09-17,3
180,2020-09-18,3
181,2020-09-19,3
182,2020-09-20,3
183,2020-09-21,3
184,2020-09-22,4
185,2020-09-23,3
186,2020-09-24,3
187,2020-09-25,4
188,2020-09-26,3
189,2020-09-27,3
190,2020-09-28,3
191,2020-09-29,3
192,2020-09-30,3
193,2020-10-01,3
194,2020-10-02,3
195,2020-10-03,3
196,2020-10-04,2
197,2020-10-05,3
198,2020-10-06,3
199,2020-10-07,3
200,2020-10-08,3
201,2020-10-09,3
202,2020-10-10,3
203,2020-10-11,2
204,2020-10-12,3
205,2020-10-13,3
206,2020-10-14,2
207,2020-10-15,3
208,2020-10-16,3
209,2020-10-17,3
210,2020-10-18,3
211,2020-10-19,3
212,2020-10-20,3
213,2020-10-21,4
214,2020-10-22,4
215,2020-10-23,4
216,2020-10-24,3
217,2020-10-25,3
218,2020-10-26,4
219,2020-10-27,3
220,2020-10-28,3
221,2020-10-29,3
222,2020-10-30,3
223,2020-10-31,3
224,2020-11-01,3
225,2020-11-02,2
226,2020-11-03,3
227,2020-11-04,2
228,2020-11-05,3
229,2020-11-06,4
230,2020-11-07,4
231,2020-11-08,3
232,2020-11-09,4
233,2020-11-10,3
234,2020-11-11,4
235,2020-11-12,4
236,2020-11-13,4
237,2020-11-14,3
238,2020-11-15,4
239,2020-11-16,4
240,2020-11-17,4
241,2020-11-18,5
242,2020-11-19,5
243,2020-11-20,5
244,2020-11-21,9
245,2020-11-22,6
246,2020-11-23,7
247,2020-11-24,12
248,2020-11-25,8
249,2020-11-26,5
250,2020-11-27,5
251,2020-11-28,6
252,2020-11-29,4
253,2020-11-30,6
254,2020-12-01,6
255,2020-12-02,5
256,2020-12-03,5
257,2020-12-04,4
258,2020-12-05,4
259,2020-12-06,5
260,2020-12-07,4
261,2020-12-08,5
262,2020-12-09,3
263,2020-12-10,4
264,2020-12-11,3
265,2020-12-12,4
